71	ACM Transactions on Knowledge Discovery from Data (TKDD)	10
72	Fundamenta Informaticae	10
73	ACM SIGOPS Operating Systems Review	10
74	ACM SIGDA Newsletter	10
75	Issue 14 (May 1973)	10
76	Information Sciences: an International Journal	10
77	ACM SIGMETRICS Performance Evaluation Review	10
78	Journal of Complexity	10
79	Applicable Algebra in Engineering, Communication and Computing	10
80	Journal of Automated Reasoning	10
81	ACM SIGNUM Newsletter	10
82	Journal of Combinatorial Theory Series A	10
83	Proceedings of the 6th international workshop on Software engineering and middleware	10
84	Information and Management	10
85	ACM Transactions on Multimedia Computing, Communications, and Applications (TOMCCAP)	10
86	International Journal of Parallel Programming	10
87	ACM SIGMIS Database	10
88	Applied Intelligence	10
89	Graphical Models	10
90	International Journal of Intelligent Systems in Accounting and Finance Management	10
91	Journal of Approximation Theory	10
92	Automatica (Journal of IFAC)	10
93	Computer Supported Cooperative Work	10
94	Systems and Computers in Japan	10
95	Workshop on Software and Performance	10
96	The Visual Computer: International Journal of Computer Graphics	10
97	Soft Computing - A Fusion of Foundations, Methodologies and Applications	10
98	Journal of Global Optimization	10
99	Biological Cybernetics	10
100	ACM Transactions on Information and System Security (TISSEC)	10
101	Designs, Codes and Cryptography	10
102	Issue 53 (August 1975)	10
103	Journal of Experimental Algorithmics (JEA)	10
104	ACM SIGGRAPH Computer Graphics	10
105	Proceedings of the 2006 IEEE/ACM international conference on Computer-aided design	10
106	Journal of Parallel and Distributed Computing	10
107	Queue	10
108	Issue 19 (August 1975)	10
109	Proceedings of the 3rd workshop on Programming languages and operating systems: linguistic support for modern operating systems	10
110	Autonomous Agents and Multi-Agent Systems	10
111	Journal of Visualization	10
112	Quantum Information Processing	10
113	ACM Transactions on Software Engineering and Methodology (TOSEM)	10
114	ACM SIGCAS Computers and Society	10
115	Proceedings of the 2007 ACM symposium on Applied computing	10
116	Computational Statistics	10
117	Issue 15 (November 1973)	10
118	ACM Transactions on Storage (TOS)	10
119	ACM Computing Surveys (CSUR)	10
120	Issue 11 (March 1972)	10
121	Geoinformatica	10
122	Journal on Educational Resources in Computing (JERIC)	10
123	Journal of VLSI Signal Processing Systems	10
124	ACM Journal on Emerging Technologies in Computing Systems (JETC)	10
125	Environmental Modelling Software	10
126	Queueing Systems: Theory and Applications	10
127	Microelectronic Engineering	10
128	Issue 13 (January 1973)	10
129	ACM Symposium on Solid and Physical Modeling	10
130	Artificial Intelligence	10
131	ACM Transactions on Autonomous and Adaptive Systems (TAAS)	10
132	Management Science	10
133	Symposium on Computer Animation	10
134	Finite Elements in Analysis and Design	10
135	Presence: Teleoperators and Virtual Environments	10
136	International Journal of Network Management	10
137	ACM SIGPLAN Fortran Forum	10
138	ICPR	10
139	Artificial Intelligence and Law	10
140	Advanced Engineering Informatics	10
141	Computational Optimization and Applications	10
142	Proceedings of the 16th international conference on World Wide Web	10
143	High Performance Distributed Computing	10
144	ACM SIGCUE Outlook	10
145	Knowledge and Information Systems	10
146	Issue 20 (February 1976)	10
147	Proceedings of the 18th Australia conference on Computer-Human Interaction: Design: Activities, Artefacts and Environments	10
148	Journal of Systems Architecture: the EUROMICRO Journal	10
149	Computer Music Journal	10
150	Information-Knowledge-Systems Management	10
151	ACM International Conference Proceeding Series; Vol. 205	10
152	Personal and Ubiquitous Computing	10
153	Proceedings of the ACS/IEEE 2005 International Conference on Computer Systems and Applications	10
154	Computers Mathematics with Applications	10
155	Electronic Notes in Theoretical Computer Science (ENTCS)	10
156	Aspect-oriented software development; Vol. 208	10
157	International Symposium on Field Programmable Gate Arrays	10
158	International Conference on Computer Graphics and Interactive Techniques	10
159	Computing	10
160	International Journal of Hybrid Intelligent Systems	10
161	European Conference on Computer Systems	10
162	Journal of Discrete Algorithms	10
163	International Conference on Intelligent User Interfaces	10
164	Foundations of Software Engineering	10
165	Proceedings of the 17th ACM Great Lakes symposium on VLSI	10
166	ACM Transactions on Graphics (TOG)	10
167	Journal of Visual Communication and Image Representation	10
168	Architectural Support for Programming Languages and Operating Systems	10
169	Robotics and Computer-Integrated Manufacturing	10
170	Software Quality Control	10
171	Proceedings of the third ACM SIGPLAN conference on History of programming languages	10
172	Neural Computation	10
173	Issue 12 (June 1972)	10
174	Information Services and Use	10
175	Journal of High Speed Networks	10
176	Computer Standards Interfaces	10
177	Computer Methods and Programs in Biomedicine	10
178	Computer-Aided Design	10
179	Foundations and Trends in Information Retrieval	10
180	SAICSIT; Vol. 204	10
181	Winter Simulation Conference	10
182	Computers in Industry	10
183	Journal of Computational and Applied Mathematics	10
184	Scientific Programming	10
185	Proceedings of the 2009 Second International Workshop on Computer Science and Engineering - Volume 02	10
186	IEEE Transactions on Circuits and Systems II: Express Briefs	10
187	IEEE Transactions on Communications	10
188	IEEE Communications Letters	10
189	Proceedings of the 2009 Second International Symposium on Knowledge Acquisition and Modeling - Volume 01	10
190	Proceedings of the 10th IASTED International Conference on Computers and Advanced Technology in Education	10
191	Computers Education	10
192	Computers Geosciences	10
193	Conference on Information and Knowledge Management	10
194	Proceeding of the third international workshop on Data and text mining in bioinformatics	10
195	Proceedings of the 2009 Fifth International Joint Conference on INC, IMS and IDC	10
196	Proceedings of the 2009 Second International Symposium on Knowledge Acquisition and Modeling - Volume 03	10
197	Proceedings of the 2009 Third International Conference on Multimedia and Ubiquitous Engineering	10
198	Proceeding of the 2nd ACM workshop on Social web search and mining	10
199	Proceedings of the 2009 International Conference on Multimedia Information Networking and Security - Volume 01	10
200	Proceedings of the 2009 International Conference on Multimedia Information Networking and Security - Volume 02	10
201	IBM Journal of Research and Development	10
202	Proceedings of the 2009 First International Conference on Emerging Network Intelligence	10
203	SADFE	10
204	Proceeding of the ACM first international workshop on Data-intensive software management and mining	10
205	Proceeding of the first international workshop on Cloud data management	10
206	IEEE Transactions on Information Technology in Biomedicine	10
207	Proceeding of the eleventh international workshop on Web information and data management	10
208	Proceeding of the 1st ACM international workshop on Complex networks meet information & knowledge management	10
209	Proceedings of the IASTED Asian Conference on Modelling and Simulation	10
210	IT Professional	10
211	Computers and Graphics	10
212	Proceeding of the 1st international CIKM workshop on Topic-sentiment analysis for mass opinion	10
213	Proceedings of the 2009 Second International Workshop on Computer Science and Engineering - Volume 01	10
214	IEEE Micro	10
215	IBM Systems Journal	10
216	International Association Of Science And Technology For Development	10
217	IEEE Transactions on Information Forensics and Security	10
218	Proceedings of the 2009 International Conference on Energy and Environment Technology - Volume 02	10
219	Proceedings of the 2009 International Conference on Network-Based Information Systems	10
220	Proceedings of the 2009 Second International Symposium on Knowledge Acquisition and Modeling - Volume 02	10
221	Proceedings of the 2009 IEEE International Conference on Semantic Computing	10
222	Proceedings of the Fourth IASTED International Conference on Financial Engineering and Applications	10
223	IEEE Transactions on Learning Technologies	10
224	IEEE Transactions on Evolutionary Computation	10
225	Proceeding of the 2nd international workshop on Patent information retrieval	10
226	Proceedings of the IASTED International Conference on Communication Systems, Networks, and Applications	10
227	SIAM Journal on Matrix Analysis and Applications	10
228	Proceedings of the 2009 Second International Symposium on Computational Intelligence and Design - Volume 02	10
229	Proceeding of the ACM first international workshop on Privacy and anonymity for very large databases	10
230	MUE	10
231	IEEE Transactions on Signal Processing	10
232	Computers in Biology and Medicine	10
233	Issue 95 (September 2009)	10
234	NCM	10
235	Proceeding of the first international workshop on Model driven service engineering and data quality and security	10
236	NPC	10
237	Proceeding of the ACM twelfth international workshop on Data warehousing and OLAP	10
238	Computer Communications	10
239	Proceedings of the 2009 Second International Conference on Intelligent Networks and Intelligent Systems	10
240	Proceedings of the Fifth IASTED International Conference on Law and Technology	10
241	Proceedings of the 1st ACM International Workshop on Hot Topics of Planet-Scale Mobility Measurements	10
242	IEEE Transactions on Wireless Communications	10
243	Proceedings of the Conference on Computer Support for Collaborative Learning: Foundations for a CSCL Community	10
244	MINES	10
245	Computer Animation and Virtual Worlds	10
246	International Journal of Communication Networks and Distributed Systems	10
247	Computers and Structures	10
248	IEEE Transactions on Audio, Speech, and Language Processing	10
249	Proceedings of the 5th international student workshop on Emerging networking experiments and technologies	10
250	NBIS	10
251	Expert Systems with Applications: An International Journal	10
252	RTSS	10
253	Proceedings of the 21st international jont conference on Artifical intelligence	10
254	Random Structures Algorithms	10
255	NWESP	10
256	Proceedings of the 4th international conference on Radio and wireless symposium	10
257	Proceedings of the 2009 Third International Symposium on Intelligent Information Technology Application - Volume 01	10
258	Proceedings of the 2009 Latin American Web Congress (la-web 2009)	10
259	Proceedings of the fifth annual IEEE international conference on Automation science and engineering	10
260	International Conference on Self-Adaptive and Self-Organizing Systems	10
261	Proceedings of The Eleventh IASTED International Conference on Artificial Intelligence and Soft Computing	10
262	Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems	10
263	Proceedings of the 2009 Fifth International Conference on Natural Computation - Volume 06	10
264	International Conference On Mobile Systems, Applications And Services	10
265	IEEE Transactions on Intelligent Transportation Systems	10
266	SIAM Journal on Imaging Sciences	10
267	IEEE Spectrum	10
268	PCI	10
269	Brazilian Symposium on Software Engineering	10
270	NGMAST	10
271	Proceedings of the 2009 First IEEE Eastern European Conference on the Engineering of Computer Based Systems	10
272	RE	10
273	PRDC	10
274	QEST	10
275	Proceedings of the 2009 International Conference on Adaptive and Intelligent Systems	10
276	NSS	10
277	SBAC-PAD	10
278	SIAM Journal on Optimization	10
279	Proceedings of the 2009 Third International Symposium on Intelligent Information Technology Application - Volume 03	10
280	Journal of Logic and Computation	10
281	Advances in Engineering Software	10
282	Image Communication	10
283	Robotics and Autonomous Systems	10
284	Knowledge-Based Systems	10
285	Proceedings of the International Workshop on Enterprises & Organizational Modeling and Simulation	10
286	International Journal of Computers and Applications	10
287	International Workshop on Enterprises & Organizational Modeling and Simulation	10
288	Computer Networks: The International Journal of Computer and Telecommunications Networking	10
289	Computers and Operations Research	10
290	Performance Evaluation	10
291	International Journal of Modelling and Simulation	10
292	Computational Statistics Data Analysis	10
293	Parallel Computing	10
294	Journal of Systems and Software	10
295	Telecommunications Policy	10
296	Science of Computer Programming	10
297	Ad Hoc Networks	10
298	International Journal of Robotics and Automation	10
299	Proceedings of the International Conference on Software Engineering Advances	10
300	Proceedings of the 2006 International Conference on Hybrid Information Technology - Volume 01	10
301	IEEE Transactions on Pattern Analysis and Machine Intelligence	10
302	Information Processing and Management: an International Journal	10
303	Wireless Communications Mobile Computing	10
304	Proceedings of the 9th International Conference on Information Technology	10
305	Memory Performance: Dealing With Applications, Systems And Architecture	10
306	Proceedings of the Second IEEE International Conference on e-Science and Grid Computing	10
307	Proceedings of the 2006 IEEE/WIC/ACM international conference on Web Intelligence and Intelligent Agent Technology	10
308	Proceedings of the Sixth IEEE International Conference on Advanced Learning Technologies	10
309	ACM SIGCSE Bulletin	10
310	ACM SIGCOMM Computer Communication Review	10
311	Proceedings of the conference on Geometric Modeling and Imaging: New Trends	10
312	Proceedings of the 36th conference on Winter simulation	10
313	Proceedings of the IEEE/WIC/ACM international conference on Intelligent Agent Technology	10
314	Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems	10
315	Proceedings of the 2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Volume 2	10
316	Proceedings of the Ninth Brazilian Symposium on Neural Networks	10
317	Proceedings of the International Conference on Computational Inteligence for Modelling Control and Automation and International Conference on Intelligent Agents Web Technologies and International Commerce	10
318	Proceedings of the Sixth International Conference on Application of Concurrency to System Design	10
319	Journal of Cognitive Neuroscience	10
320	Proceedings of the 21st International Conference on Data Engineering Workshops	10
321	Proceedings of the 26th IEEE International ConferenceWorkshops on Distributed Computing Systems	10
322	Proceedings of the 1996 international conference on Learning sciences	10
323	Proceedings of the 2003 International Conference on Physics and Control - Volume 4	10
324	Proceedings of the International Conference on Systems and Networks Communication	10
325	SIAM Journal on Numerical Analysis	10
326	Signal Processing	10
327	International Journal of Intelligent Systems	10
328	International Journal of Circuit Theory and Applications	10
329	Proceedings of the First International Conference on Innovative Computing, Information and Control - Volume 1	10
330	Proceedings of the 7th international conference on Learning sciences	10
331	Applied Mathematics and Computation	10
332	Proceedings of the 32nd international conference on Very large data bases	10
333	Proceedings of the 2006 International Conference on Cyberworlds	10
334	Proceedings of the XIII Asia Pacific Software Engineering Conference	10
335	Proceedings of the Sixth International Conference on Data Mining	10
336	Proceedings of the 10th International on Software Product Line Conference	10
337	Proceedings of the 12th ACM SIGKDD international conference on Knowledge discovery and data mining	10
338	Information Processing Letters	10
339	Proceedings of the Sixth International Conference on Hybrid Intelligent Systems	10
340	Proceedings of the Sixth International Conference on Quality Software	10
341	IEEE Transactions on Mobile Computing	10
342	Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 1	10
343	Linux Journal	10
344	Proceedings of the 19th IEEE Symposium on Computer-Based Medical Systems	10
345	Journal of Network and Computer Applications	10
346	IEEE Transactions on Computers	10
347	Proceedings of the 19th annual symposium on Integrated circuits and systems design	10
348	Journal of Computer and System Sciences	10
349	Proceedings of the conference on Information Visualization	10
350	ACM SIGSMALL Newsletter	10
351	Proceedings of the 7th ACM SIGCHI New Zealand chapter's international conference on Computer-human interaction: design centered HCI	10
352	Proceedings of the 8th international conference on Electronic commerce: The new e-commerce: innovations for conquering current barriers, obstacles and limitations to conducting successful business on the internet	10
353	Networks	10
354	Proceedings of the Acoustics, Speech, and Signal Processing, 1995. on International Conference - Volume 02	10
355	Computer	10
356	Proceedings of the 32nd EUROMICRO Conference on Software Engineering and Advanced Applications	10
357	Proceedings of the 37th conference on Winter simulation	10
358	Proceedings of the 2006 International Conference on Intelligent Information Hiding and Multimedia	10
359	Proceedings of the Proceedings of The Fifth International Symposium on Parallel and Distributed Computing	10
360	IEEE Distributed Systems Online	10
361	Proceedings of the 2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Volume 1	10
362	Proceedings of the 1st ACM international workshop on Underwater networks	10
363	Proceedings of the International Conference on Computer Graphics, Imaging and Visualisation	10
364	Proceedings of the 12th annual international conference on Mobile computing and networking	10
365	Proceedings of the 26th IEEE International Conference on Distributed Computing Systems	10
366	Proceedings of the 2nd international workshop on Computer vision meets databases	10
367	Proceedings of the international workshop on Storage network architecture and parallel I/Os	10
368	Journal of Network and Systems Management	10
369	Proceedings of the Second International Conference on Semantics, Knowledge, and Grid	10
370	Proceedings of the 2004 IEEE International Symposium on Performance Analysis of Systems and Software	10
371	Journal of Computer Science and Technology	10
372	Proceedings of the 2006 Conference on Computer Vision and Pattern Recognition Workshop	10
373	Proceedings of the 2003 International Conference on Physics and Control - Volume 3	10
374	Proceedings of the Seventh International Conference on Parallel and Distributed Computing, Applications and Technologies	10
375	Proceedings of the First International Conference on Innovative Computing, Information and Control - Volume 2	10
376	Proceedings of the 2003 International Conference on Physics and Control - Volume 2	10
377	Proceedings of the 18th International Conference on Scientific and Statistical Database Management	10
378	Proceedings of the 18th Euromicro Conference on Real-Time Systems	10
379	IEEE Transactions on Parallel and Distributed Systems	10
380	Proceedings of the Second International Workshop on Security, Privacy and Trust in Pervasive and Ubiquitous Computing	10
381	Proceedings of the 17th International Conference on Database and Expert Systems Applications	10
382	Proceedings of the 15th international conference on Parallel architectures and compilation techniques	10
383	Proceedings of the 2006 IEEE Asia-Pacific Conference on Services Computing	10
384	Proceedings of the IEEE International Conference on Video and Signal Based Surveillance	10
385	Proceedings of the 17th International Symposium on Software Reliability Engineering	10
386	Proceedings of the 29th Australasian Computer Science Conference - Volume 48	10
387	Proceedings of the Acoustics, Speech, and Signal Processing, 1993. ICASSP-93 Vol 4., 1993 IEEE International Conference on - Volume 04	10
388	Proceedings of the 10th International Database Engineering and Applications Symposium	10
389	Proceedings of the 2006 ACM/IEEE international symposium on Empirical software engineering	10
390	Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51	10
391	Multimedia Tools and Applications	10
392	Computing in Science and Engineering	10
393	Data Knowledge Engineering	10
394	Proceedings of the 15th International Conference on Computing	10
395	Proceedings of the 2003 IEEE International Symposium on Performance Analysis of Systems and Software	10
396	SIAM Journal on Scientific Computing	10
397	Proceedings of the 2006 Asia-Pacific Symposium on Information Visualisation - Volume 60	10
398	Proceedings of the The 8th IEEE International Conference on E-Commerce Technology and The 3rd IEEE International Conference on Enterprise Computing, E-Commerce, and E-Services	10
399	Mobile Networks and Applications	10
400	Proceedings of the Fourth IEEE International Workshop on Technology for Education in Developing Countries	10
401	Proceedings of the 1st international conference on Performance evaluation methodolgies and tools	10
402	Automation and Remote Control	10
403	Proceedings of the Eighth IEEE International Symposium on Multimedia	10
404	Proceedings of the 2005 international conference on Augmented tele-existence	10
405	Proceedings of the First International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications	10
406	Proceedings of the Fifth Mexican International Conference on Artificial Intelligence	10
407	The Journal of Machine Learning Research	10
408	Proceedings of the Fourth IEEE International Workshop on Wireless, Mobile and Ubiquitous Technology in Education	10
409	Selected papers from the 2002 Pan-Sydney workshop on Visualisation - Volume 22	10
410	Proceedings of the International Multi-Conference on Computing in the Global Information Technology	10
411	Proceedings of the 2nd IEEE International Conference on Space Mission Challenges for Information Technology	10
412	Proceedings of the 12th Pacific Rim International Symposium on Dependable Computing	10
413	ACM Transactions on Algorithms (TALG)	10
414	Discrete Applied Mathematics	10
415	Distributed Computing	10
416	ACM Transactions on Speech and Language Processing (TSLP)	10
417	IEEE Intelligent Systems	10
418	IEEE Software	10
419	IEEE Annals of the History of Computing	10
420	Machine Learning	10
421	Proceedings of the conference on AGILE 2006	10
422	Proceedings of the IEEE International Conference on e-Business Engineering	10
423	Proceedings of the Second International Conference on Automated Production of Cross Media Content for Multi-Channel Distribution	10
424	Proceedings of the 2003 IEEE Symposium on Human Centric Computing Languages and Environments	10
425	Future Generation Computer Systems	10
426	Journal of Combinatorial Theory Series B	10
427	Proceedings of the International Conference on Autonomic and Autonomous Systems	10
428	Analog Integrated Circuits and Signal Processing	10
429	interactions	10
430	IEEE Computer Graphics and Applications	10
431	Proceedings of the 9th EUROMICRO Conference on Digital System Design	10
432	Proceedings of the International Symposium on Collaborative Technologies and Systems	10
433	Proceedings of the Acoustics, Speech, and Signal Processing,1994. on IEEE International Conference - Volume 04	10
434	Proceedings of the 18th IEEE International Conference on Tools with Artificial Intelligence	10
435	Journal of the American Society for Information Science and Technology	10
436	Proceedings of the 2005 Australasian Ontology Workshop - Volume 58	10
437	eLearn	10
438	Journal of Molecular Graphics	10
439	Proceedings of the 5th International Conference on Machine Learning and Applications	10
440	IEEE Transactions on Knowledge and Data Engineering	10
441	Proceedings of the Formal Methods in Computer Aided Design	10
442	Information Technology for Development	10
443	Proceedings of the 8th Austalian conference on Computing education - Volume 52	10
444	Proceedings of the 2nd ACM international workshop on Quality of service security for wireless and mobile networks	10
445	Open Systems Information Dynamics	10
446	Proceedings of the 2006 Australasian workshops on Grid computing and e-research - Volume 54	10
447	Journal of Medical Systems	10
448	Proceedings of the Seventh International Conference on Web-Age Information Management Workshops	10
449	Proceedings of the 2006 workshop on Dependability issues in wireless ad hoc networks and sensor networks	10
450	Proceedings of the European Conference on Web Services	10
451	Proceedings of the Seventh IEEE Workshop on Mobile Computing Systems & Applications	10
452	Proceedings of the 8th workshop on Multimedia and security	10
453	IEEE Internet Computing	10
454	Proceedings of the 10th IEEE on International Enterprise Distributed Object Computing Conference Workshops	10
455	ACM Transactions on Applied Perception (TAP)	10
456	SIAM Journal on Discrete Mathematics	10
457	Proceedings of the 4th international workshop on Wireless mobile applications and services on WLAN hotspots	10
458	Proceeding from the 2006 workshop on ns-2: the IP network simulator	10
459	Proceedings of the eleventh ACM SIGPLAN international conference on Functional programming	10
460	IEEE Security and Privacy	10
461	Proceedings of the Fourth International Conference on Coordinated & Multiple Views in Exploratory Visualization	10
462	ACM SIGAPL APL Quote Quad	10
463	Proceedings of the 1999 conference on Computer support for collaborative learning	10
464	Proceedings of the 34th annual ACM SIGPLAN-SIGACT symposium on Principles of programming languages	10
465	Proceedings of the 22nd Annual Computer Security Applications Conference	10
466	Concurrency and Computation: Practice Experience	10
467	International Conference on Functional Programming	10
468	ACM SIGPLAN Notices	10
469	SIAM Review	10
470	IEEE Design Test	10
471	Cluster Computing	10
472	IEEE/ACM Transactions on Computational Biology and Bioinformatics (TCBB)	10
473	International Journal of Systems Science	10
474	Proceedings of the 27th IEEE International Real-Time Systems Symposium	10
475	Proceedings of the 21st Annual IEEE Conference on Computational Complexity	10
476	Proceedings of the 3rd international workshop on Vehicular ad hoc networks	10
477	Proceedings of the 3rd Asia-Pacific conference on Conceptual modelling - Volume 53	10
478	Proceedings of the 39th Annual IEEE/ACM International Symposium on Microarchitecture	10
479	Journal of Scientific Computing	10
480	Proceedings of the 2002 conference on Pattern languages of programs - Volume 13	10
481	Proceedings of the Japan-China Joint Workshop on Frontier of Computer Science and Technology	10
482	Journal of Intelligent Information Systems	10
483	CVPRW	10
484	Proceedings of the 2006 International Conference on Hybrid Information Technology - Volume 02	10
485	Proceedings of the Tenth IEEE International Conference on Computer Vision Workshops	10
486	netWorker	10
487	Proceedings of the 2007 ACM SIGPLAN international workshop on Types in languages design and implementation	10
488	Proceedings of the International Conference on Mobile Business	10
489	Proceedings of the 14th IEEE Symposium on High-Performance Interconnects	10
490	Journal of Algebraic Combinatorics: An International Journal	10
491	Proceedings of the 9th ACM international symposium on Modeling analysis and simulation of wireless and mobile systems	10
492	Software&mdash;Practice Experience	10
493	Machine Vision and Applications	10
494	Distributed and Parallel Databases	10
495	Journal of Intelligent and Robotic Systems	10
496	ACM Transactions on Asian Language Information Processing (TALIP)	10
497	Multiagent and Grid Systems	10
498	Proceedings of the 15th Asian Test Symposium	10
499	Proceedings of the 5th ACM workshop on Wireless security	10
500	Information Systems	10
501	Wireless Networks	10
502	Proceedings of the 1st international workshop on Wireless network testbeds, experimental evaluation characterization	10
503	Proceedings of the 1st international workshop on Decentralized resource sharing in mobile computing and networking	10
504	Proceedings of the 2006 ACM SIGPLAN workshop on Haskell	10
505	Proceedings of the First International Workshop on Semantic Media Adaptation and Personalization	10
506	Proceedings of the 19th IEEE workshop on Computer Security Foundations	10
507	Proceedings of the 19th Conference on Software Engineering Education and Training Workshops	10
508	International Conference on Mobile Computing and Networking	10
509	Cognition, Technology and Work	10
510	Applications, Technologies, Architectures, and Protocols for Computer Communication	10
511	The Journal of Supercomputing	10
512	Proceedings of the 2006 conference on Applications, technologies, architectures, and protocols for computer communications	10
513	Proceedings of the International Workshop on System Support for Future Mobile Computing Applications	10
514	ICASSP	10
515	Proceedings of the 8th conference on Human-computer interaction with mobile devices and services	10
516	Proceedings of the International Workshop on on Integrating AI and Data Mining	10
517	SIAM Journal on Computing	10
518	The VLDB Journal &mdash; The International Journal on Very Large Data Bases	10
519	Proceedings of the 2006 SIGCOMM workshop on Internet network management	10
520	ACM SIGecom Exchanges	10
521	Ethics and Information Technology	10
522	ACM SIGSOFT Software Engineering Notes	10
523	Proceedings of the 11th IEEE International Conference on Engineering of Complex Computer Systems	10
524	IEEE Pervasive Computing	10
525	International Symposium on Microarchitecture	10
526	International Conference on Learning Sciences	10
527	ACM Communications in Computer Algebra	10
528	Requirements Engineering	10
529	Proceedings of the 2006 SIGCOMM workshop on Large-scale attack defense	10
530	Proceedings of the 2000 IEEE International Symposium on Performance Analysis of Systems and Software	10
531	ACM International Conference Proceeding Series; Vol. 171	10
532	Journal of Logic, Language and Information	10
533	Proceeding from the 2006 workshop on Game theory for communications and networks	10
534	IEEE MultiMedia	10
535	Discrete Event Dynamic Systems	10
536	Proceedings of the ACM international workshop on Performance monitoring, measurement, and evaluation of heterogeneous wireless and wired networks	10
537	Journal of Electronic Testing: Theory and Applications	10
538	Proceedings of the 3rd International Symposium on Voronoi Diagrams in Science and Engineering	10
539	CEC-EEE	10
540	ACM International Conference Proceeding Series; Vol. 170	10
541	Integration, the VLSI Journal	10
542	Journal of Intelligent Fuzzy Systems: Applications in Engineering and Technology	10
543	Computer Aided Geometric Design	10
544	IV	10
545	SBCCI	10
546	Data Mining and Knowledge Discovery	10
547	ACM International Conference Proceeding Series; Vol. 200	10
548	Proceedings of the 2nd international workshop on Advanced architectures and algorithms for internet delivery and applications	10
549	Proceedings of the 13th IEEE International Workshop on Software Technology and Engineering Practice	10
550	Proceedings of the 41st annual Design Automation Conference	10
551	IEEE Transactions on Dependable and Secure Computing	10
552	International Journal of Communication Systems	10
553	WNS2; Vol. 202	10
554	Fuzzy Optimization and Decision Making	10
555	Neural Processing Letters	10
556	ACM Transactions on Computer Systems (TOCS)	10
557	Proceedings of the second international workshop on Computing education research	10
558	DSD	10
559	Proceedings of the Second International Conference on Rules and Rule Markup Languages for the Semantic Web	10
560	FCST	10
561	Conferences in Research and Practice in Information Technology Series; Vol. 175	10
562	Formal Methods in System Design	10
